uke2_1_neu,uke2_2_neu,uke2_3_neu,recoded_uke2_4_neu,uke2_5_neu,recoded_uke2_6_neu,uke2_7_neu,recoded_uke2_8_neu,uke2_9_neu,age_group,q1,educ_rec,Parties,weight
2,NA,2,3,2,1,2,1,2,5,2,3,4,0.7134451182214765
1,3,1,2,1,1,NA,1,1,5,2,3,5,0.9940602236836095
NA,NA,NA,NA,NA,1,NA,1,NA,4,2,2,NA,0.8074430776101063
3,4,4,2,4,1,3,2,4,2,1,3,3,0.979927206474448
3,4,3,4,4,3,4,3,3,2,1,3,3,1.094622045442396
3,3,3,3,3,2,3,2,3,4,2,2,1,1.0555061227959672
1,1,1,NA,1,1,1,1,1,2,2,2,NA,0.8298336719872145
NA,3,2,1,3,1,3,2,3,4,1,2,1,0.7135516877924664
2,3,2,4,3,2,3,1,1,2,2,2,NA,1.272494856853022
3,4,3,4,4,2,4,2,4,4,2,2,6,0.7189804582695623
4,4,3,4,4,3,4,3,4,1,2,3,3,0.7894400647828325
1,2,1,3,1,1,2,1,1,3,2,2,3,0.7000313999839807
3,4,4,3,4,1,3,1,4,4,2,3,3,1.1004530730623252
2,3,2,3,3,1,3,1,2,5,2,1,5,1.3074193219456711
4,4,4,3,4,3,4,1,4,6,1,3,1,1.1639609543470684
4,3,4,3,3,2,1,2,4,1,1,3,1,0.939154431073971
4,4,4,4,4,1,4,4,4,6,1,2,1,0.6979264872466072
3,3,3,4,3,1,4,2,3,2,1,2,6,0.8514159614184802
4,4,NA,4,4,4,4,4,4,2,1,3,1,0.7477354405847746
4,4,4,4,4,3,4,2,4,5,1,3,1,0.735127200714064
1,1,1,NA,1,1,1,1,1,6,1,2,NA,1.0436746391986416
1,3,1,4,1,1,3,1,1,3,2,1,4,0.7731445078556742
1,3,1,4,4,1,3,1,NA,6,1,3,6,0.8311159929680191
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,0.819977838215615
1,NA,1,3,1,1,2,NA,NA,5,2,2,4,1.2552567162863404
3,4,3,3,1,2,3,3,3,1,1,3,NA,1.1794029369498609
1,4,3,3,4,1,4,1,2,1,2,3,6,0.9730417940402709
3,3,2,1,3,2,3,3,3,2,1,3,2,1.880367580998293
4,4,4,4,4,1,4,1,3,5,2,1,5,0.9933415448125182
4,4,3,4,4,2,4,3,3,6,1,1,1,0.9035102827020519
3,3,2,4,4,2,4,1,4,4,1,3,2,1.1361107506308057
1,1,1,NA,1,1,1,1,1,5,1,2,4,0.6443415387231017
1,3,1,4,1,1,3,1,3,6,1,2,NA,0.9390436382776958
3,3,3,2,3,2,4,3,3,2,1,1,1,1.1573943399744246
4,3,4,3,3,2,2,1,3,3,1,1,2,1.294248250777988
3,4,3,4,4,2,4,2,3,3,2,2,2,0.6334012750017054
3,4,3,3,4,3,4,1,4,6,2,2,1,0.6440946412896666
2,3,3,NA,NA,2,2,2,3,2,1,3,5,0.9361473175198116
1,1,1,4,1,1,1,1,1,5,2,1,4,0.71224335711595
1,1,1,4,1,1,1,NA,1,2,2,2,4,0.8332141229459251
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1.096977112110918
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,0.8108482067206155
3,3,4,3,3,2,4,2,3,2,2,3,NA,0.7153091492329644
4,4,4,4,4,2,4,3,4,4,1,1,NA,0.7993232294468198
3,3,3,4,3,2,3,1,3,3,1,3,1,0.7404878380982622
2,4,1,4,4,1,4,1,3,6,2,1,NA,0.8816442926592599
3,4,3,4,4,2,4,2,3,3,2,3,NA,0.9802208933457072
3,4,2,4,4,1,3,1,3,5,1,3,2,1.1027566502244122
1,2,1,NA,2,1,3,1,2,4,1,3,NA,1.4969969423065606
4,4,1,4,4,4,4,4,4,6,1,1,2,0.7910278928356628
1,2,1,NA,1,1,2,1,NA,1,2,3,NA,1.120426006722651
4,4,4,4,1,1,4,2,4,5,2,1,2,1.658584251597024
4,4,4,4,4,3,4,4,4,5,2,2,3,0.6977523580549094
4,4,4,3,4,3,4,2,4,2,2,3,6,1.194897951230685
4,4,4,3,4,1,4,1,4,6,2,3,2,1.9410209766554471
4,4,4,4,1,3,4,4,3,2,2,3,3,1.179216222379916
2,4,2,4,3,NA,3,NA,3,6,2,3,5,1.112798283623543
2,2,3,2,2,3,3,3,3,1,2,3,1,0.947597249080458
3,3,3,2,3,3,3,2,3,2,2,3,NA,0.7192186008864802
3,4,4,4,4,2,4,3,3,5,1,3,2,1.1246034685837336
2,3,4,4,3,4,4,2,1,5,2,1,1,1.498737964702682
3,4,3,4,3,2,4,NA,3,4,2,3,NA,1.0334123714042742
2,3,3,3,3,2,3,1,2,4,1,2,NA,1.3958418212342867
3,4,NA,4,4,NA,4,NA,NA,2,2,3,3,0.9422758198823685
1,3,1,3,2,1,3,1,1,1,2,2,NA,0.7727755335495865
3,3,3,3,3,3,3,2,3,1,2,3,NA,1.0161991368150516
3,4,3,3,3,2,4,2,4,4,2,3,3,1.0053426774308962
2,1,2,4,1,3,2,3,2,1,1,3,2,1.0163155916307007
1,1,1,2,1,1,1,1,1,3,1,3,2,0.9634791203215423
3,3,4,4,4,2,4,1,4,2,1,3,5,1.1261696449400753
3,3,2,3,2,1,4,1,1,6,2,3,4,0.8500428760100978
1,3,2,4,4,1,4,1,1,6,1,1,5,0.5897488267295757
3,3,3,4,3,1,3,3,3,3,2,2,6,1.0314018138136285
1,3,1,1,1,1,3,1,2,2,2,3,NA,0.8601200831959838
4,4,4,4,4,4,4,2,4,3,2,3,2,0.9100981204900912
3,4,3,4,3,3,3,2,3,4,2,2,5,1.075645043759247
4,4,4,1,4,1,4,1,4,2,1,3,2,1.3101943240459173
3,4,3,4,4,2,4,3,3,4,2,3,1,1.3627512989560369
3,3,4,4,4,4,3,2,4,6,2,2,5,1.3518832193992814
1,4,3,3,3,1,3,2,NA,6,1,1,4,0.8378923230132507
3,4,2,4,4,3,4,3,3,2,2,3,NA,1.0223928652143488
4,4,3,4,2,3,4,3,3,1,1,3,1,0.7810956349744437
3,4,4,4,4,1,4,1,4,5,2,3,NA,0.9242785260415065
2,4,3,4,3,1,4,NA,4,4,2,2,NA,0.9038901763503417
NA,NA,NA,NA,NA,NA,3,NA,NA,4,1,2,5,1.1674697095566795
1,1,1,4,1,1,1,2,1,2,2,3,NA,1.3189370582202005
3,3,3,4,1,3,3,NA,3,2,2,3,3,0.9914409078313573
1,4,1,2,3,2,3,1,2,6,2,3,1,1.5896482784017991
4,4,4,4,4,4,4,4,4,6,2,1,2,1.1556611028364359
2,3,2,4,3,1,3,1,3,5,1,2,2,0.8690776846537608
4,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,NA,1.3148289086246974
4,4,4,4,4,2,4,2,4,5,2,3,1,1.5213375492996764
3,4,4,4,4,4,4,4,4,3,1,3,2,2.146868950634867
1,1,1,2,1,1,1,2,1,4,1,3,4,0.9429354239313681
3,4,3,4,NA,NA,4,NA,3,4,2,2,NA,1.4719129726130034
3,4,3,3,4,2,3,3,4,5,2,3,1,0.7609112359383057
2,3,3,2,4,1,3,1,4,5,1,1,1,0.6199935242265623
3,4,4,4,4,1,4,1,4,5,2,2,1,0.7833997163773445
3,1,2,3,2,3,3,3,3,2,2,2,3,0.8161644779128424
2,3,2,3,3,2,3,2,3,4,2,2,4,0.9573356540129154
2,3,3,3,3,1,3,1,3,1,2,3,NA,0.8522902075446015
2,3,2,4,3,2,3,2,3,4,2,3,3,1.2581415857889344
4,4,3,4,4,4,4,2,4,5,1,3,3,1.013232807985172
3,4,3,4,3,3,3,2,3,5,2,1,NA,1.121627370116129
4,4,4,2,3,3,4,1,4,6,1,3,5,0.9203620955108329
3,3,3,3,3,3,3,2,3,2,2,3,NA,0.7153091492329644
3,3,3,3,3,3,3,2,3,2,2,3,NA,0.7192186008864802
3,4,2,3,4,1,3,1,2,6,1,1,5,0.49450280311394923
4,4,2,4,4,2,4,2,4,3,2,3,1,0.8223872881161648
3,3,2,3,3,2,3,2,3,3,2,2,NA,1.115775259591959
3,4,4,1,1,2,4,2,4,3,2,3,2,1.0700418563966165
3,3,3,4,4,4,4,3,2,2,2,3,3,1.0563984290499104
2,3,2,3,3,1,3,1,3,4,2,2,1,0.7501047691375413
2,3,1,4,3,3,3,NA,2,4,2,2,NA,1.0569661626748024
4,4,3,1,3,1,4,1,4,2,1,3,1,1.006957952734456
4,4,4,4,4,3,4,3,4,6,2,3,1,1.060030944051983
4,4,4,4,4,3,4,1,4,6,1,1,1,1.1982779435403
2,4,2,4,4,1,4,NA,3,3,1,3,3,1.0307023208028
1,2,1,NA,1,1,1,1,1,3,2,1,4,0.7299890408050419
2,3,3,1,3,3,3,2,3,5,2,2,1,1.1503699341184888
4,4,3,1,4,3,3,3,3,2,2,2,2,0.9913135301244491
3,NA,3,3,3,1,3,NA,3,5,2,1,1,1.044284104038363
3,1,4,NA,3,3,3,NA,4,1,1,3,3,0.9725409282618672
3,3,3,3,3,3,3,2,3,3,2,3,NA,0.8171764810055694
3,4,3,3,3,2,4,3,4,5,1,3,3,0.8617805636795637
4,4,4,4,4,1,3,1,4,2,2,1,4,0.6860498606277787
1,1,1,2,4,1,1,1,1,1,2,3,5,1.014240182686265
4,3,3,2,3,2,3,2,2,2,1,3,2,1.1216701394158681
3,4,3,4,4,4,4,3,4,4,2,3,5,0.9002804524816285
2,3,1,4,1,1,3,1,2,5,2,2,2,0.8282998571113876
4,3,4,1,2,1,3,4,4,1,1,3,5,0.8071392652873578
2,3,3,NA,NA,1,3,2,3,6,2,1,1,1.274715186727689
2,2,2,3,3,1,2,3,4,1,1,3,6,0.9599269740458795
1,1,1,1,1,1,NA,1,1,5,1,3,NA,0.9253326773505594
3,4,4,1,4,2,4,1,3,2,1,3,2,0.9729092734028938
3,4,3,3,4,2,3,NA,3,5,2,3,1,0.96703719953539935
4,4,3,4,4,3,4,2,3,6,1,3,6,0.9034340965730246
1,1,1,4,1,1,3,4,2,4,2,2,4,0.6154478894515022
1,3,1,4,1,1,3,1,1,4,2,1,4,0.4277257437420872
4,1,4,3,NA,1,3,2,4,1,1,3,5,0.9779135021818686
4,4,4,4,4,2,4,4,4,5,1,2,1,0.8994925940476184
3,4,3,NA,4,1,4,2,4,5,1,2,2,0.8690776846537608
3,2,3,3,3,3,3,2,3,2,1,2,1,0.9018825793341664
1,NA,1,4,NA,1,1,NA,NA,3,1,1,6,0.9476600374811968
4,4,3,3,4,2,4,2,4,5,2,2,1,0.6663016079281535
3,4,3,3,3,2,4,2,4,4,1,2,5,1.0087573506358538
3,3,3,3,3,3,3,2,3,2,2,3,NA,0.7891410274186006
3,3,3,3,3,3,3,2,3,2,2,3,NA,0.7891410274186006
1,3,1,NA,NA,1,NA,1,2,4,2,2,4,0.6493965325828798
2,3,2,3,3,1,3,1,2,4,1,2,4,0.8119656795430452
3,3,3,3,3,3,3,2,3,2,2,3,NA,0.7192186008864802
2,3,2,3,3,2,3,2,3,4,2,2,3,1.0425365781271367
1,NA,1,NA,NA,2,3,1,NA,5,2,2,1,0.9375829293894381
4,4,3,4,4,3,4,NA,4,5,2,2,3,0.9775083191031646
3,4,3,4,4,2,NA,2,4,5,1,2,5,0.6165591321757418
4,4,4,4,4,3,4,2,4,3,1,3,3,1.2100403523762695
2,3,NA,3,3,2,3,2,3,2,2,3,2,1.107581736653114
4,4,3,4,4,4,4,NA,4,1,1,3,3,0.9156687930225909
NA,3,NA,NA,NA,1,NA,NA,NA,2,2,2,NA,1.08786347559972
4,4,3,3,4,2,4,2,3,3,1,3,1,0.9421348180695506
1,3,1,3,3,1,3,1,2,2,2,3,2,1.1039475699356007
2,3,3,4,3,1,3,1,2,4,2,1,NA,0.6553242537370215
3,3,3,1,3,1,3,1,1,4,1,3,5,0.9166302720801696
4,4,3,4,4,3,3,4,3,3,2,3,3,1.0261561229249
3,4,4,3,4,3,3,2,3,3,1,3,6,1.0699524151505329
4,4,4,3,4,1,4,2,4,6,1,3,1,0.8643209526859904
4,4,3,4,4,4,4,3,3,4,2,3,3,1.0053426774308962
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,0.8452531273790628
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,0.9863925306822948
NA,4,4,3,4,2,4,2,4,2,2,3,2,0.9389358019146463
NA,NA,1,NA,1,1,NA,1,1,5,1,3,NA,1.2603382412010935
3,3,3,3,4,3,3,2,3,6,1,3,3,0.8176405431145463
4,4,3,4,4,2,4,3,3,2,2,3,4,0.7345343482860642
3,4,2,3,2,2,2,3,4,2,1,3,1,1.006957952734456
2,3,2,3,3,NA,3,2,3,5,1,2,NA,0.9360398458787974
2,2,2,3,2,3,2,3,2,1,1,2,4,0.9372168670011114
3,4,3,4,4,3,4,1,4,5,2,3,1,1.024701490347792
3,3,3,2,4,2,4,2,3,2,2,2,2,0.7934953389581428
3,4,3,4,3,2,3,2,3,3,1,3,2,0.9634791203215423
4,4,4,4,4,4,4,NA,4,6,2,3,NA,1.1331221050874043
3,3,4,4,3,4,4,2,3,6,2,2,3,0.9775083191031646
3,4,3,4,4,1,4,1,2,6,1,3,5,0.7717211386986397
2,4,3,2,2,3,1,2,2,2,1,3,6,0.9189289847854413
3,4,4,4,4,3,4,1,3,5,2,2,1,0.8375407387185514
1,3,1,2,2,1,3,1,1,1,2,2,2,1.4838259929407631
4,4,4,4,4,3,4,2,4,6,1,2,2,0.7763451564574941
3,4,3,3,4,3,4,NA,NA,2,2,3,3,0.9946224846371018
4,4,3,4,4,3,4,3,3,4,1,3,2,1.3667223274646836
3,4,4,4,4,3,4,NA,3,3,1,3,2,1.0543516382449412
4,4,2,3,4,1,4,2,4,2,2,3,2,1.4577803281224186
3,3,3,3,3,3,3,2,3,2,1,3,NA,0.843820553586584
3,3,3,3,3,3,3,2,3,3,2,3,NA,0.8127345603698355
3,4,4,3,4,3,4,2,3,3,1,2,1,0.9308999870911115
4,4,3,3,4,3,4,3,3,1,2,3,3,0.9879490817293622
3,4,3,3,2,3,3,2,3,2,1,2,1,0.7497049500090677
3,3,3,3,3,3,3,2,3,2,2,3,NA,0.6519286510745985
2,2,1,1,1,1,2,1,1,3,2,2,NA,1.225719391018144
2,NA,2,NA,2,1,NA,1,2,2,2,1,NA,0.6424763713209425
1,1,1,NA,1,1,1,1,1,2,2,2,NA,1.1839935518005757
2,3,2,3,1,1,3,1,2,3,2,2,5,0.9480686420654809
4,4,4,4,4,4,4,4,4,4,1,3,3,0.9711721448536567
2,3,1,3,2,2,3,1,NA,4,2,3,NA,1.0254604652085093
3,4,3,3,3,2,3,3,3,5,2,2,3,0.9183698392744862
3,3,3,4,3,2,3,1,3,1,2,3,3,0.9373467652898622
3,3,2,4,NA,1,NA,1,NA,4,2,3,4,0.7036379856255
2,3,NA,NA,4,NA,3,2,NA,2,2,3,1,0.6836250894506425
3,4,2,4,2,3,4,2,4,6,1,2,2,0.7763451564574941
2,4,3,4,4,1,3,2,3,3,2,2,NA,0.7993299286018267
1,3,1,4,1,1,1,1,1,4,2,2,NA,0.8905053570816044
3,3,3,1,3,1,3,NA,4,6,2,2,NA,0.9440112060656494
4,4,3,4,3,2,4,NA,4,2,2,3,1,0.8484457340005788
2,3,2,3,3,1,3,1,2,5,2,1,NA,0.9242785260415065
3,4,4,4,4,3,4,2,3,1,2,3,3,0.8825327102177143
2,3,3,4,2,1,3,4,1,4,2,2,1,0.8305228266534006
1,3,1,3,1,2,1,1,2,3,1,2,NA,1.6694706705200704
4,4,3,4,4,2,4,3,4,2,1,3,NA,0.960270109955363
4,4,4,4,4,4,4,4,4,4,2,3,3,0.8550698047079004
3,3,3,3,3,2,4,2,4,4,2,3,3,0.7638319485587789
3,3,NA,3,2,2,3,2,3,1,2,3,5,1.1193316510431086
1,1,1,4,1,1,1,1,1,3,2,3,1,0.8792227548749699
3,4,3,1,3,1,2,1,4,3,2,3,4,1.2340457034090362
3,3,3,3,3,2,3,2,3,3,1,3,2,2.1894007784830536
2,3,2,3,2,1,3,2,1,3,1,2,NA,1.0425023206627206
4,4,3,2,3,1,3,1,3,1,1,3,5,0.9779135021818686
3,4,3,3,3,1,4,2,3,6,2,2,6,0.8188509289535375
1,2,1,NA,2,1,1,1,1,4,1,2,4,0.9595508199413822
4,4,4,4,4,1,4,NA,4,3,1,3,1,0.7737370431382823
3,3,3,3,3,3,3,2,3,2,1,3,NA,0.9963436607632691
3,2,4,2,4,1,4,2,3,3,2,3,4,0.8344215997340673
1,1,1,4,1,1,3,1,1,3,2,2,NA,1.020170381615491
4,4,4,4,4,1,4,1,NA,5,1,2,1,0.7227977578404358
3,3,3,3,3,3,3,2,3,2,1,3,NA,0.8484323716543763
2,3,2,3,2,2,3,NA,3,3,2,3,NA,1.2402629362789805
1,NA,1,NA,1,1,1,1,1,5,1,1,NA,0.8239588331906565
3,3,3,3,3,3,3,2,3,2,1,3,NA,0.8484323716543763
2,4,3,4,4,2,4,3,4,3,1,3,3,0.8680647728642444
3,3,3,4,4,2,4,3,3,4,1,3,2,1.3357747140742247
3,3,3,3,3,2,3,1,3,3,1,2,NA,1.2091336665368058
4,4,4,NA,4,2,4,NA,3,5,1,1,1,1.1982779435403
3,3,3,2,3,2,4,2,4,6,1,3,1,0.7106263665166753
2,4,2,3,4,1,3,1,2,3,2,2,NA,0.8612395256042238
3,4,4,4,4,1,3,1,4,5,1,3,3,1.013232807985172
2,2,1,2,2,1,2,1,2,5,1,3,1,0.9899787289091596
1,4,1,1,1,1,1,1,1,1,2,3,NA,1.1217699401258905
3,4,3,3,3,3,4,1,4,4,1,2,2,1.015998308532105
3,4,3,3,3,2,3,2,3,2,1,3,2,0.9729092734028938
4,4,4,3,4,3,4,2,4,6,1,3,1,0.8035147271517665
2,3,1,3,3,1,3,2,2,5,2,3,6,1.3075728837733942
2,2,3,2,3,NA,4,2,3,5,2,3,4,1.0637908009087214
2,3,2,4,3,2,4,1,3,6,1,3,NA,1.1000613238294845
3,3,3,3,4,1,4,2,3,5,1,2,5,0.6263662865584535
2,NA,3,2,3,1,3,2,4,1,2,1,1,0.9125730885138498
1,1,1,NA,1,2,1,4,1,3,2,3,NA,0.9763173303181251
4,4,3,2,3,1,3,3,4,2,1,3,6,0.7359442676309973
3,3,3,4,3,1,3,2,3,4,1,2,2,0.9284313895335142
3,4,3,NA,NA,2,4,2,4,2,1,3,3,1.094622045442396
4,4,4,4,2,1,4,2,4,6,1,3,1,0.9899787289091596
4,4,3,4,4,3,4,2,4,5,1,3,2,0.8544430451907484
1,NA,1,NA,NA,1,3,1,2,3,1,1,NA,0.7349854091399721
3,3,3,3,3,3,3,3,3,2,1,3,1,0.7477354405847746
2,3,3,NA,3,2,3,2,NA,4,2,NA,NA,0.5024626768667626
3,3,3,3,3,3,3,2,3,2,2,3,NA,0.6519286510745985
4,4,4,4,4,1,4,1,4,4,2,2,2,1.3037189150764867
3,3,2,4,2,2,3,2,2,4,1,3,3,1.0184953864774777
2,3,3,3,3,1,3,2,3,5,2,1,3,0.9090536165473173
3,4,4,4,4,4,4,3,3,3,1,3,3,1.084012162551015
4,4,4,4,4,3,4,2,4,4,1,2,6,1.1853215244936117
1,NA,1,NA,1,NA,NA,1,NA,3,2,2,4,1.06559485334008
2,3,2,4,3,3,4,1,2,6,1,3,4,1.1010094004998836
2,2,NA,3,2,1,3,1,2,5,2,3,2,1.7339097072883636
1,1,1,NA,1,1,NA,1,NA,6,2,3,NA,1.403364498275591
3,3,3,3,3,3,3,2,3,2,1,3,NA,0.9309169599302562
NA,3,3,4,3,2,3,2,NA,4,1,2,4,0.8119656795430452
3,3,3,3,3,2,3,3,3,3,2,3,2,1.2256080031186891
1,1,1,NA,2,1,2,3,1,2,1,3,5,0.8362583098388117
2,3,3,3,2,2,4,1,2,3,1,2,4,1.4578240038262726
3,3,2,3,4,3,3,2,3,2,2,3,NA,0.9083368396770105
3,3,3,3,4,2,3,1,3,6,2,2,1,1.1023569389962005
1,3,1,4,2,1,2,1,1,5,1,3,NA,1.48183436592115
1,1,1,4,1,1,1,1,1,2,2,3,NA,1.0883006750611457
3,3,3,3,4,2,4,1,3,5,1,2,NA,1.1126358733850927
3,4,3,3,4,4,4,2,2,5,2,3,1,0.734728491122592
4,4,4,4,4,3,4,2,4,6,2,2,5,0.9807981583150404
3,4,4,3,4,NA,4,NA,4,6,1,3,2,0.956504174987458
3,4,1,4,1,1,1,1,1,3,1,3,4,0.8861986130932475
2,3,NA,3,3,3,3,3,3,4,2,1,2,1.1636839606227636
2,3,1,4,3,1,3,1,3,5,1,3,NA,0.6049455679582944
4,4,3,3,2,1,4,2,4,3,1,2,5,1.2862258325289722
3,4,3,3,2,1,4,1,2,3,1,3,1,1.0419737070427164
4,4,4,4,4,3,4,3,4,3,1,3,2,0.8606737482939238
3,4,3,4,4,3,4,2,3,5,1,3,3,1.0232407243948627
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,NA,0.8432831039294745
3,4,4,4,4,3,4,3,4,3,1,3,3,0.8236028778751134
3,3,3,4,3,3,3,2,3,2,1,3,NA,0.8484323716543763
3,4,NA,4,4,2,4,3,3,4,1,2,2,0.8132542305847207
3,4,3,3,3,2,3,3,3,5,2,2,2,0.9487207699298681
3,3,3,2,4,1,3,NA,3,3,2,2,NA,0.9312681654181775
3,4,3,3,4,1,4,1,4,4,2,2,4,1.1255810745582153
4,2,3,1,2,1,3,3,3,4,2,2,1,0.8305228266534006
NA,4,NA,3,1,1,3,2,3,3,2,3,3,1.0239530996757185
2,4,3,4,4,1,4,2,3,2,2,2,NA,2.016615395147988
3,3,3,3,3,1,4,3,4,4,2,2,1,0.6379833989500455
4,4,4,4,4,4,4,1,4,1,1,3,NA,1.4349860155134735
2,3,2,NA,2,1,NA,1,2,5,2,2,NA,0.7643857037917678
4,4,3,4,3,3,4,2,3,1,1,2,NA,1.5261679543796303
3,4,3,3,4,3,4,2,4,4,2,2,3,0.9339542506783395
3,3,3,3,3,3,3,2,3,2,1,3,5,0.6286498931015528
2,3,2,1,4,4,3,4,4,1,2,3,2,0.8591907748466819
1,3,2,3,3,2,2,1,2,3,2,2,NA,0.9501338614466369
1,3,1,4,3,1,3,1,1,3,1,2,5,0.8123464899933402
4,4,4,4,3,4,4,3,4,4,2,3,NA,1.1060382147460368
1,1,1,NA,1,1,1,1,1,4,2,1,NA,0.8659300931214566
3,4,3,4,4,3,4,1,3,5,2,3,2,1.232080743240646
1,3,1,1,4,1,4,1,NA,4,1,2,4,0.964331816240026
2,3,1,2,1,1,3,1,2,5,2,3,4,1.1789182940405303
1,2,1,3,1,1,4,1,1,4,1,3,2,0.6739471845288195
3,4,4,3,3,2,3,2,3,6,1,1,6,0.8110058518277908
1,1,1,3,1,1,1,1,1,5,2,2,4,0.9004755376934722
2,2,1,3,1,1,2,1,1,5,1,2,NA,0.9047596729949022
4,4,4,4,4,1,4,NA,4,5,2,2,3,0.9183698392744862
NA,1,2,2,2,3,4,2,3,2,2,3,NA,0.8278529797179169
3,4,4,3,4,4,4,3,4,2,2,3,3,0.9946224846371018
1,NA,1,4,NA,1,NA,NA,NA,1,2,2,NA,0.8525389045606445
2,3,2,3,3,2,NA,1,3,6,2,2,5,0.8223966146153646
4,4,4,3,4,2,4,2,4,5,2,3,3,1.0229394671691763
3,3,2,3,2,2,3,3,NA,2,2,3,5,0.6661193279031958
3,4,3,3,4,2,4,2,3,6,2,1,2,0.9893727415434993
4,4,4,4,4,3,4,3,4,5,1,3,1,0.88434578951451015
3,4,3,3,4,2,4,2,4,4,2,3,3,0.8550698047079004
3,3,2,3,3,3,2,3,3,3,1,2,1,0.9308999870911115
3,4,3,4,4,1,4,1,4,4,2,2,2,0.8114713187117922
3,3,3,4,4,3,3,2,3,6,2,2,NA,1.109914942856641
3,4,3,3,4,3,4,2,3,2,2,3,3,0.9422758198823685
1,3,1,1,2,1,3,1,1,6,1,2,4,1.0054963888417154
3,4,3,2,3,1,3,1,3,5,2,2,5,0.6994694728852138
4,4,4,4,4,2,4,NA,3,5,2,3,3,1.0849305127762185
1,1,1,1,1,1,1,1,1,5,1,1,4,0.6695342725586135
3,3,3,4,2,3,3,2,3,2,1,2,1,0.6466652317047363
2,4,1,1,1,1,3,1,2,1,1,2,3,1.4969820262387377
3,4,4,4,4,4,4,3,3,2,2,3,3,0.9457086725167283
3,4,4,3,4,2,4,4,3,1,2,3,NA,0.948908022881624
3,4,3,4,4,1,4,2,4,6,1,3,3,0.8617805636795637
2,3,2,3,3,2,2,2,3,4,2,2,4,0.7610813426672144
3,3,3,4,3,2,4,2,3,5,2,2,NA,0.9252670804389947
4,4,4,4,4,3,4,NA,4,5,2,2,5,0.8414501363017497
4,3,4,3,3,2,2,2,3,2,1,3,6,1.1499986980557086
NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,3,NA,0.8227776167811215
2,4,3,3,3,3,4,1,3,4,2,2,6,0.9188920053377609
2,2,3,3,1,2,4,4,2,1,1,3,3,0.9156687930225909
3,4,3,4,3,3,4,2,NA,3,1,3,2,1.2396469774873182
3,3,3,3,2,3,3,2,3,4,1,3,1,1.382522510751756
2,3,1,4,2,1,3,1,4,6,1,2,2,1.0218123497925724
2,3,3,3,2,3,4,1,2,6,2,2,2,0.7744466186812554
4,4,4,3,4,3,4,3,3,6,1,2,1,0.6979264872466072
4,4,4,3,4,1,4,2,4,2,1,3,2,0.869097682999227
3,3,3,4,3,2,3,2,3,2,1,3,NA,0.7961442836479308
1,2,1,3,1,1,1,1,1,4,2,1,NA,0.9512554587321352
3,4,3,3,3,2,4,4,3,4,2,2,NA,1.4766364050805865
3,4,3,3,4,3,4,2,4,2,2,3,3,0.9457086725167283
1,1,1,1,1,1,1,1,1,2,2,2,NA,0.9863925306822948
3,3,3,2,3,2,3,2,3,3,1,3,NA,1.0491177100618092
1,3,1,3,4,1,3,1,2,3,2,3,NA,1.3769414848291657
3,3,2,2,3,3,3,2,3,2,2,3,1,0.9717955195741328
1,NA,1,4,1,1,1,1,1,6,1,3,NA,1.5859806409556751
4,NA,3,2,4,3,3,2,3,2,2,3,4,0.8636239103579786
3,2,1,3,3,1,3,1,2,3,1,2,4,1.0457899461327889
3,4,3,4,4,4,4,NA,4,2,1,1,1,1.0803216083512275
1,1,1,1,1,1,1,4,1,5,2,2,NA,1.0060715206923292
3,3,3,3,4,1,4,1,3,1,1,3,NA,1.220492514233302
1,1,1,NA,1,1,1,1,1,4,2,2,5,1.8150499048041446
1,NA,1,3,2,1,3,1,1,3,2,3,NA,1.5090347101583284
4,4,4,3,4,2,4,2,4,6,2,2,3,0.7410897162494942
1,2,1,NA,1,1,2,1,1,5,2,2,NA,1.1679582446628929
2,3,2,3,3,2,3,2,2,6,1,1,2,0.612907917125488
3,3,4,3,4,1,4,2,3,3,2,1,6,1.042969245216085
3,3,3,3,3,2,3,2,3,6,1,1,5,0.7454797988056172
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,5,0.819977838215615
4,4,4,4,4,NA,4,3,4,4,1,2,2,1.194553303298853
1,1,1,1,1,1,1,1,1,2,1,3,NA,1.3720527422580624
3,4,4,4,4,4,4,3,4,5,1,3,2,0.8378444284088031
4,4,4,4,4,4,4,3,4,5,2,2,1,0.8477464610047225
2,2,2,3,2,1,2,2,2,3,2,2,NA,1.1891275283129377
1,3,1,NA,1,1,1,1,1,6,1,3,4,0.7091602773715548
2,3,1,NA,1,1,NA,1,2,5,2,2,6,0.7162573756526239
3,3,3,3,3,3,3,3,3,3,1,2,3,0.9071468707337736
4,4,3,4,3,2,2,3,4,5,1,3,4,0.6684352264200911
2,3,3,4,3,2,3,1,1,2,2,3,6,0.6178782824999818
1,4,4,4,4,1,4,1,1,3,1,1,NA,1.1709802550884807
