uke2_1_neu,uke2_2_neu,uke2_3_neu,recoded_uke2_4_neu,uke2_5_neu,recoded_uke2_6_neu,uke2_7_neu,recoded_uke2_8_neu,uke2_9_neu,age_group,q1,educ_rec,Parties,weight
1,3,1,3,3,1,3,1,2,4,1,2,4,0.8614354596552152
1,1,1,NA,1,1,1,1,NA,4,1,1,NA,0.9725409528804796
4,2,2,2,2,2,3,2,3,1,1,3,6,0.9571346251486451
2,4,1,4,NA,2,4,2,3,2,2,3,NA,1.089606074633457
3,4,3,3,4,1,3,1,3,4,2,3,1,1.1548970908228104
3,2,2,3,3,4,4,3,2,4,2,3,5,1.212386777613186
2,2,1,3,3,1,3,2,3,5,2,3,1,0.925481455999759
NA,2,3,3,3,1,2,2,NA,1,1,2,5,1.7332815446294736
2,3,1,2,4,2,1,3,1,2,1,3,1,1.445168136512186
3,3,4,4,2,2,3,2,4,5,2,1,2,1.912186962937283
3,4,2,4,4,1,4,1,3,3,2,NA,NA,0.8966223718466314
NA,4,3,4,4,1,NA,2,NA,4,2,2,NA,0.8030540647689589
1,1,1,NA,1,1,1,1,1,5,2,2,NA,1.0135964114308984
3,4,3,4,4,2,4,1,4,4,2,2,3,0.6680974737573812
1,2,1,2,1,1,1,1,2,4,2,1,2,1.0601102427939004
4,4,4,4,4,1,4,3,3,4,2,2,5,0.9019254726529145
2,3,1,4,4,1,3,1,1,4,2,2,NA,0.8074430776101063
3,3,3,3,2,2,4,4,4,3,2,1,1,0.6781443052122834
1,2,1,NA,1,1,1,NA,1,4,2,1,4,0.569714534312007
2,2,2,NA,NA,1,NA,1,1,3,2,1,NA,0.729981927049941
3,4,4,4,4,2,4,3,3,2,1,3,1,0.6679504005914855
4,2,3,3,2,2,3,3,1,2,1,3,6,0.9189289847854413
2,2,2,NA,2,1,2,1,1,3,1,1,2,1.4112642121376278
1,4,1,1,4,NA,3,NA,NA,2,1,3,1,1.006957952734456
4,4,4,4,4,4,4,4,4,3,1,3,3,0.9219802251926167
2,3,1,3,4,2,4,2,2,4,2,2,1,0.69038596432061
3,4,3,4,4,1,3,1,3,5,2,2,2,1.9700543129093604
4,4,4,4,2,3,4,1,3,4,2,2,NA,0.8905053570816044
2,4,4,4,4,1,4,1,4,2,2,NA,NA,0.7932051617778718
NA,3,3,4,4,3,3,2,3,2,1,3,3,0.8316639775427543
1,3,1,4,3,1,3,1,1,3,2,2,NA,0.9113159255079868
2,3,2,3,2,1,2,2,2,2,2,3,1,1.6398135942017265
4,4,4,3,4,1,3,4,4,4,1,3,3,1.5061160668669316
2,4,3,1,2,2,3,3,4,2,1,3,NA,1.1290312417582966
1,3,1,2,3,1,3,1,1,4,2,3,2,0.847789424103257
1,NA,2,NA,NA,1,2,1,2,5,2,2,NA,0.7643857037917678
2,4,3,3,3,1,4,NA,4,4,2,3,1,0.8575904114878138
2,3,NA,3,3,2,2,1,NA,4,2,2,2,1.849681628457207
4,4,1,4,4,1,4,2,3,5,2,2,5,1.1075024219009812
2,3,1,4,2,1,1,1,1,3,2,2,6,1.0314018138136285
2,2,2,NA,1,1,1,2,1,1,2,3,NA,0.8522902075446015
3,4,3,4,4,1,4,1,4,3,2,2,NA,1.115775259591959
4,4,4,1,4,1,4,1,4,3,2,3,1,0.6026775718981475
1,1,1,3,3,1,3,1,3,2,2,3,NA,0.8278529797179169
1,2,1,NA,1,1,1,1,1,5,1,2,5,0.7470104927103679
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,0.9309169599302562
4,4,4,4,4,1,4,3,4,5,1,3,3,0.8617805636795637
1,3,1,3,3,3,3,2,2,4,2,2,NA,0.8905053570816044
2,4,3,3,3,1,3,NA,2,3,2,2,2,1.2241914594054568
3,3,2,4,3,1,3,2,2,2,1,3,5,0.7849570048461024
3,4,2,3,4,3,3,3,3,1,2,3,2,1.1570522629920166
4,4,4,4,4,2,4,3,4,3,2,3,NA,1.723180943326277
4,4,4,4,4,4,4,1,4,4,2,2,2,0.9986041702682975
3,4,3,4,4,3,4,1,NA,3,2,3,1,0.6994615404577657
3,3,3,3,3,3,3,2,3,2,2,3,3,0.7556870384356609
3,3,3,3,3,1,4,2,3,2,1,3,6,1.4603980599210695
2,2,1,NA,2,1,2,1,2,5,1,1,4,0.6673925808664123
3,3,2,4,2,1,4,1,3,1,1,3,NA,0.9856927910006943
1,2,3,2,1,1,3,1,2,4,2,1,NA,0.6685998585844487
4,3,3,1,4,2,4,2,4,3,1,3,2,1.862141673791136
1,3,2,NA,1,1,3,1,1,6,1,2,2,1.025176129499408
3,3,2,3,3,1,3,1,3,5,1,3,4,1.3011319315951768
3,4,3,4,4,3,4,3,3,1,2,3,NA,1.0077188084180868
3,3,3,3,3,2,3,1,3,4,1,3,3,1.2034915436295792
3,4,4,4,4,1,4,2,3,1,2,3,5,1.2205330002806676
4,4,3,4,4,3,4,2,4,6,2,3,2,1.232080743240646
3,NA,NA,2,3,NA,NA,2,NA,2,2,3,3,1.1244252680375333
3,3,3,3,3,1,3,2,3,4,2,2,1,0.8591574271013479
3,3,3,3,3,3,3,3,2,2,2,3,2,1.5895816007483434
4,4,3,4,4,2,4,1,4,6,1,3,1,0.735127200714064
2,4,3,4,3,2,4,3,4,5,1,3,3,0.8176405431145463
NA,3,2,3,3,2,3,2,3,5,1,2,1,0.8035147271517665
1,3,1,4,3,1,2,1,3,3,1,3,4,0.7996567167989455
3,4,3,4,1,3,4,1,4,4,2,2,3,0.879338582680895
2,3,3,3,3,1,3,1,2,4,1,1,4,0.600425180908291
3,4,NA,NA,2,2,3,2,1,2,2,1,2,1.1403696782435875
4,4,4,4,4,3,4,4,4,5,2,3,2,1.1807891814857865
2,NA,3,NA,NA,NA,2,3,2,6,2,3,3,1.226518906895212
4,4,3,4,4,3,4,2,4,6,2,2,1,0.6663016079281535
4,4,4,4,4,1,4,4,4,6,1,2,1,1.517809203575505
4,4,3,4,4,2,4,NA,4,6,1,2,1,0.6679350307393658
3,4,1,4,4,2,4,3,4,4,1,3,3,0.9680655804855892
2,4,3,4,4,3,4,NA,4,4,2,1,NA,0.7861018694126708
2,4,3,4,4,3,4,1,4,5,2,1,1,0.7934185824826979
4,4,4,2,4,4,4,1,3,5,2,1,1,1.498737964702682
1,1,1,NA,1,1,1,1,1,3,1,2,4,1.040605094012992
3,3,3,2,3,2,3,2,3,5,1,3,1,0.9899787289091596
1,3,2,3,3,2,3,2,3,5,2,3,1,0.96703719953539935
1,3,1,1,2,1,2,1,1,3,2,1,4,0.5564055830045342
NA,NA,NA,NA,NA,1,NA,NA,NA,3,1,3,NA,1.2267883302765439
3,4,3,3,3,3,4,2,3,3,2,2,5,0.628887062797607
2,3,2,3,4,2,2,2,2,2,2,3,5,1.1994588274839093
1,2,2,2,2,1,2,1,2,5,1,2,1,1.057572478703081
3,4,3,3,3,2,3,3,3,5,1,2,4,0.8063647386286241
4,4,3,3,4,2,3,2,3,6,2,3,1,0.787145781839041
2,3,2,3,2,3,3,1,2,2,2,2,NA,1.3619283336231818
2,4,3,4,3,3,4,2,4,3,2,3,2,1.5407605336346601
3,3,3,4,3,3,3,2,3,6,1,1,3,0.6161938630675455
3,4,4,3,4,2,4,2,4,5,2,2,3,0.9775083191031646
3,3,3,4,4,2,4,NA,3,4,2,2,NA,0.9038901763503417
3,3,3,4,3,2,3,2,3,6,2,2,2,0.9995120959804981
3,4,4,4,1,1,3,3,4,4,1,2,4,1.0686954791482972
2,NA,1,NA,NA,1,NA,NA,NA,2,2,3,NA,1.0223928652143488
3,4,3,4,4,2,4,2,4,3,2,3,3,1.0261561229249
3,4,3,4,4,4,4,2,4,6,1,3,1,0.735127200714064
3,4,3,3,4,1,4,3,4,1,2,3,NA,1.5073257249626157
3,4,3,4,4,3,4,1,3,4,1,3,5,0.81882377669755
4,4,2,4,3,3,4,2,3,4,1,2,1,0.8583908064989214
3,4,4,4,4,4,4,2,4,5,2,1,2,1.0089733003519783
4,3,4,3,3,3,4,2,1,2,1,1,4,0.8093045836247118
3,4,3,4,4,1,4,2,4,5,2,2,1,0.5952057395892586
4,4,4,4,4,1,4,NA,4,3,2,3,NA,0.8852509012406863
2,4,3,4,3,3,4,2,NA,4,1,2,4,0.7705682262005662
3,3,3,3,3,2,4,NA,3,5,1,1,NA,0.6637583711579882
NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,NA,1.1207363098262562
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,1.034756005312737
4,4,4,4,4,3,4,3,4,1,2,3,1,0.9068768835383827
4,4,4,4,4,3,4,2,4,2,1,3,1,0.7477354405847746
4,4,4,4,4,4,4,4,4,6,1,3,2,1.1027566502244122
3,4,3,4,4,3,3,NA,3,3,2,3,3,1.3438732585501247
4,4,3,4,4,2,4,3,4,4,2,3,NA,1.0914950521944553
3,4,4,4,4,NA,4,NA,4,4,2,3,2,1.0941693898521698
1,3,2,3,1,4,3,1,1,1,2,2,NA,1.1220972709274493
4,4,3,4,4,3,4,3,3,5,2,1,1,0.888190489616438
NA,NA,3,1,2,1,NA,NA,NA,5,1,1,3,0.821662902791508
1,1,1,2,1,1,1,1,1,4,1,3,5,1.771595661076026
3,4,4,4,4,2,4,4,4,5,2,1,1,0.9611445198784124
3,4,4,1,2,2,2,2,3,1,1,2,1,1.4870067204836384
1,NA,NA,3,2,3,2,1,2,1,2,3,NA,1.0168173667657046
3,3,1,1,4,1,3,3,4,2,2,2,6,0.5961216509477584
NA,3,NA,NA,3,2,3,3,3,4,2,1,NA,0.7125543342479704
2,3,2,3,4,2,3,3,3,3,2,3,1,0.6248274333255074
2,3,1,3,2,1,3,2,1,3,1,1,4,0.8161180981475369
3,3,3,4,4,2,4,1,3,6,1,3,2,0.956504174987458
1,4,1,NA,2,2,4,1,1,2,1,3,2,1.2847421729433675
2,3,3,2,3,1,3,2,2,1,2,1,2,1.7686731774278572
2,3,1,3,2,1,2,3,2,1,2,3,5,0.706940503655946
1,1,1,4,1,1,1,2,1,2,1,3,4,0.807483440900063
NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,1,NA,0.8456165214725611
3,3,3,2,3,2,3,2,3,3,1,NA,1,1.2382474294266879
3,3,2,2,3,2,2,2,2,1,2,3,3,1.2340799388914543
NA,4,4,3,3,NA,NA,1,NA,1,1,3,6,1.1250175718732733
1,3,2,1,3,1,3,2,2,4,2,2,NA,1.1312518529055642
NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,1,NA,0.8082946152963792
2,4,3,4,3,1,3,NA,4,5,1,NA,1,0.7101301884888007
1,1,1,4,1,1,1,1,1,5,1,2,4,0.8982076805064458
3,3,NA,NA,3,2,3,NA,NA,3,2,3,NA,0.833703081207681
NA,3,2,4,3,3,4,3,3,4,2,3,3,1.2581415857889344
3,2,2,2,3,2,4,2,4,1,1,2,1,1.0203918592094845
NA,4,4,1,4,2,2,2,2,2,2,1,1,0.5076385821940893
3,3,3,3,3,1,3,1,3,4,1,3,6,1.705373750086165
3,4,3,4,3,2,4,3,4,5,2,1,2,1.0323494844431922
3,4,3,4,3,2,3,2,4,1,2,3,5,1.1353886893220377
4,4,4,4,4,4,4,2,4,5,1,3,1,0.7106263665166753
4,4,3,3,4,2,4,2,4,4,1,3,4,1.112275260922655
1,3,1,1,NA,2,1,1,2,6,2,1,4,1.047988107936535
2,3,3,3,3,3,4,4,3,5,1,1,1,0.6199935242265623
2,2,3,3,2,1,2,1,2,4,2,1,NA,0.6685998585844487
3,4,4,4,4,4,4,1,4,5,2,1,2,1.658584251597024
1,1,1,4,1,4,1,4,1,3,2,1,NA,0.8171764810055694
4,4,1,4,4,1,4,1,4,1,1,3,5,0.819977838215615
1,3,3,1,3,1,3,NA,1,6,2,3,4,0.7569124395747383
1,3,2,3,3,1,3,1,NA,4,2,3,1,1.0629511696819698
1,3,1,3,3,1,2,1,3,4,2,3,2,0.9490557951512695
2,2,1,4,3,1,2,2,2,1,2,2,NA,1.145559152914628
3,4,4,4,4,2,4,1,4,5,1,1,NA,0.7322693461071876
2,3,2,2,3,1,3,1,3,4,2,1,5,0.5824658189427504
3,4,3,4,4,3,4,3,4,5,2,3,3,1.0814600606110898
2,3,3,NA,2,1,3,2,3,6,2,2,5,0.6994694728852138
2,3,3,2,2,2,3,2,3,2,1,2,2,1.3995498322942679
3,4,3,4,3,3,3,3,4,3,1,3,5,0.913962511826215
NA,3,3,3,3,3,3,2,3,5,2,3,3,0.9227613056792469
4,4,3,4,4,4,4,2,4,4,1,3,1,1.1109420772867395
3,NA,NA,NA,3,2,3,NA,NA,3,1,1,5,0.9057290505986563
4,4,4,4,4,3,4,NA,4,6,1,3,2,0.913859051313908
2,4,2,3,3,3,4,3,4,6,2,2,1,1.0549862046918033
2,3,1,3,2,1,3,3,2,3,2,3,NA,0.9713149866636738
4,4,3,4,4,2,4,3,4,1,2,3,5,0.8311806297178295
1,3,NA,3,3,1,3,NA,2,2,2,3,3,0.8432459921080531
3,4,3,4,4,1,4,2,4,5,1,2,1,0.8205824594380751
1,3,2,4,3,1,2,2,2,1,2,1,1,1.6298794872908446
3,4,3,4,4,3,4,2,4,6,1,1,1,0.8349308806007019
1,2,1,1,1,1,1,1,NA,5,2,2,6,0.9627585733917324
3,3,3,3,3,2,2,2,3,3,2,3,NA,0.9856052257957171
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,1.1886233972090814
3,2,2,NA,2,1,2,2,2,1,2,3,5,0.9520203585772791
4,4,4,4,4,4,4,2,4,5,2,3,2,1.004291568914972
4,4,4,1,4,1,3,3,4,5,2,1,1,1.044284104038363
3,3,3,3,3,2,3,2,3,6,1,1,1,0.8349308806007019
3,4,4,3,4,1,4,1,4,5,1,1,6,0.9535347757569368
1,1,1,1,1,1,1,1,1,2,1,1,NA,1.2919518598119677
1,3,1,4,1,1,1,1,1,6,2,2,4,0.7195426160705981
3,4,3,4,4,3,4,NA,4,5,2,3,6,1.168051939381067
3,4,3,1,3,2,3,2,4,2,1,2,1,0.8511298285835995
3,4,2,4,3,2,3,3,3,4,1,3,5,1.077721990501221
3,3,NA,2,3,1,3,1,2,3,1,2,2,1.3559109018417752
1,3,2,3,2,2,3,2,3,4,1,2,1,0.7721612676441657
4,3,2,2,3,2,4,2,3,3,1,3,3,1.2772622584562192
3,3,NA,4,3,NA,4,1,3,4,1,1,2,0.8098439952601554
4,4,4,3,4,3,4,2,4,6,2,1,NA,1.0926836734700058
3,4,3,2,3,2,2,3,2,1,2,3,4,1.0700364397294964
4,4,4,1,4,1,4,1,4,4,2,2,NA,1.1720680728845991
3,3,3,3,4,3,3,2,3,4,1,2,NA,0.7621855165778947
4,4,3,2,4,1,4,2,4,6,1,1,2,0.7910278928356628
2,1,1,4,1,4,3,1,1,3,2,2,NA,0.7693433464684646
2,NA,1,NA,1,1,NA,1,1,1,2,3,4,1.1332948172344472
3,4,4,4,3,3,4,NA,4,5,2,3,5,0.8133911387795598
4,4,4,4,4,2,4,2,4,5,1,2,1,0.6679350307393658
2,3,3,3,4,1,3,1,2,5,2,2,1,0.8477464610047225
4,4,3,3,3,3,4,3,3,4,1,3,NA,1.2370936577023235
3,4,3,4,4,3,4,NA,3,2,2,3,5,1.4641306684030098
3,4,3,4,3,2,4,2,4,6,1,1,2,1.086362839444376
1,NA,1,NA,NA,1,1,1,NA,5,2,2,NA,1.3034117441149815
2,3,2,3,2,1,4,2,3,3,1,3,NA,1.1180878395989475
3,4,2,1,2,2,4,1,2,1,2,3,NA,0.7725501045770945
3,4,4,4,4,3,4,NA,4,4,2,1,2,0.9722104589399378
4,4,4,4,4,3,4,3,4,6,2,1,1,0.7754526715920562
3,4,2,3,2,2,3,3,1,1,1,3,5,1.5483757534245133
4,4,4,4,4,3,4,NA,4,6,1,1,1,0.7101301884888007
3,3,4,4,4,3,4,1,3,5,2,2,1,0.6663016079281535
4,4,4,3,4,1,4,1,4,4,2,2,1,1.28841344918399
4,3,3,1,4,1,4,2,3,1,1,3,3,1.076591537847275
4,4,NA,NA,4,1,2,NA,2,4,2,2,5,1.1563090991160376
NA,3,2,3,2,2,3,1,NA,6,2,2,4,0.7974142591783857
3,4,3,4,4,3,4,2,2,5,2,1,1,1.2322305862278409
2,3,4,4,4,1,4,2,4,2,2,3,1,0.780897616362564
1,1,1,3,1,1,3,1,2,4,1,1,NA,1.0368019992722937
3,3,3,4,4,2,3,3,3,4,1,3,1,0.8731649454884284
3,3,3,2,3,2,2,2,2,5,1,3,4,0.7091602773715548
4,4,4,4,4,3,4,4,4,4,2,3,2,0.9067427527039053
4,4,3,2,3,2,4,3,3,4,2,2,1,0.8591574271013479
1,1,1,3,1,1,1,1,1,3,1,2,NA,1.1684265006527248
3,4,3,3,4,NA,4,1,4,6,1,3,2,0.8544430451907484
2,3,2,2,2,2,2,2,2,5,1,2,NA,0.7662595774704167
4,4,4,3,3,2,3,3,4,4,2,3,2,0.9306192082575416
2,3,NA,3,3,2,3,2,3,5,1,1,2,0.8093546549390416
3,3,4,1,3,1,3,4,2,2,1,3,NA,0.960270109955363
3,4,4,4,4,1,4,2,3,5,2,3,2,0.9785249365530766
3,NA,3,2,2,1,2,2,NA,4,1,1,NA,0.881826767072125
3,4,2,3,4,2,4,1,3,3,2,3,NA,0.833703081207681
4,4,4,4,4,4,4,4,4,5,2,3,2,1.2041819098482245
3,3,NA,3,3,2,3,2,NA,6,1,NA,2,0.825388858070917
3,4,3,4,4,2,4,1,4,6,1,1,4,0.6695342725586135
3,3,3,3,3,3,3,1,3,5,2,1,NA,1.0986556283913123
3,NA,4,1,3,1,3,3,3,1,1,3,1,1.5774299501463704
1,NA,1,NA,1,1,NA,1,1,4,1,3,NA,1.0440836548661092
1,1,1,1,1,1,1,1,1,1,1,1,4,0.705902046344114
2,2,2,3,2,2,2,3,3,6,1,1,6,0.7244697177744582
1,3,1,4,NA,NA,3,1,2,4,2,2,2,0.9792050446830044
3,4,NA,4,3,2,4,2,NA,3,2,2,NA,0.9967195496734265
3,3,NA,3,3,1,3,2,3,5,2,2,NA,0.8386992757012061
2,3,1,3,2,2,3,1,2,2,2,2,4,0.9409023311754989
4,4,3,3,4,1,3,3,2,5,2,2,2,0.8474901468205484
3,3,NA,4,4,2,3,NA,3,5,2,3,NA,0.9382157927501695
4,4,4,4,4,2,4,2,4,4,2,1,2,0.8268900007160921
4,4,3,4,4,2,4,2,4,4,2,2,3,0.8330592729885408
4,4,3,4,4,3,4,2,4,5,1,2,NA,1.175171291053562
NA,3,NA,3,3,1,3,1,3,6,1,2,NA,1.0436746391986416
3,4,3,4,3,3,3,1,3,5,2,3,NA,0.9908104516698839
4,4,3,1,3,2,4,2,3,3,1,3,1,0.7404878380982622
4,4,4,4,4,4,4,2,4,4,2,2,NA,0.7628662171579286
2,2,2,2,2,2,2,3,2,2,2,2,NA,1.034756005312737
3,4,4,3,4,3,4,1,4,6,1,2,2,1.9748838549902192
NA,1,1,2,1,1,1,1,1,3,1,1,NA,0.7349854091399721
4,4,3,3,4,3,3,2,4,2,1,2,2,1.2139353296305595
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,1.1716595269128234
3,3,3,4,3,2,3,3,3,4,2,3,2,1.2780713988478476
4,4,4,4,4,3,4,4,4,1,2,3,3,0.9252099053724616
3,3,3,4,1,3,3,2,3,6,2,3,1,0.8224900105355836
3,4,4,4,4,1,4,2,4,5,2,2,2,1.167504624533255
2,3,2,NA,4,3,4,1,2,5,1,2,1,1.2909357659039304
4,4,3,4,4,2,3,NA,4,5,2,1,1,0.888190489616438
4,3,3,3,4,2,4,2,3,6,1,1,2,0.7910278928356628
1,1,1,NA,1,1,1,1,1,4,2,3,4,0.7876858202764188
4,4,4,3,NA,1,4,1,4,3,2,3,NA,1.0596270303169928
2,3,2,4,4,1,3,NA,2,5,2,2,4,1.175542312019252
4,4,3,1,3,2,4,1,4,2,1,2,3,1.0795105167431067
3,4,3,4,4,2,4,1,4,5,1,2,NA,1.18436113288836
NA,4,4,1,4,1,4,2,4,6,1,1,1,0.9104189020089695
3,4,1,3,4,1,1,2,3,4,1,3,3,0.9143800531712548
3,4,3,4,4,2,4,3,3,1,2,3,NA,0.8648293231177546
4,4,3,4,4,4,4,2,4,5,2,2,1,1.0549862046918033
NA,4,NA,4,4,1,4,NA,4,1,2,3,2,1.1570522629920166
4,4,3,4,4,2,4,4,4,6,2,2,5,0.9807981583150404
4,4,3,4,4,3,4,3,2,4,2,2,2,0.9759921040347037
3,3,3,2,3,1,3,2,3,3,1,2,NA,0.9937767908965891
3,4,4,4,4,3,4,1,3,1,2,3,NA,0.8026616760482442
3,3,2,4,1,1,3,2,2,3,2,3,5,1.9899539776605302
3,3,4,4,4,1,3,1,4,5,1,3,3,0.8617805636795637
1,1,1,1,1,2,1,1,1,4,1,2,NA,0.898174755405131
4,4,4,3,4,3,4,3,4,6,1,1,2,0.9060300869110625
4,4,4,4,4,2,4,2,3,4,2,2,1,0.5954990687705681
3,4,3,4,4,2,4,2,4,5,2,3,1,0.734728491122592
3,3,3,2,3,2,3,2,3,4,1,NA,NA,0.7993232294468198
3,4,3,4,4,3,4,1,4,4,1,1,6,0.7649111183780677
2,3,2,4,3,1,4,2,2,1,1,2,3,1.080582955084787
3,3,3,4,4,3,4,2,3,6,1,1,1,0.6199935242265623
1,2,1,3,2,1,2,4,2,1,2,2,NA,1.017114072562318
1,1,2,NA,1,1,1,2,1,6,1,1,NA,0.8736275293095979
4,4,4,4,4,3,4,3,4,6,1,3,1,0.6566874880487709
4,3,2,3,1,NA,4,3,4,1,1,1,2,1.8712257273744761
4,4,4,2,3,1,4,1,4,3,1,3,6,1.338997795016736
1,1,1,1,1,1,1,1,1,5,1,3,NA,1.0925893464631427
1,4,1,4,4,1,4,1,4,6,1,2,2,0.8521947718341152
3,3,NA,3,4,2,4,2,4,5,1,1,NA,0.743042683498882
NA,3,NA,NA,NA,2,3,NA,NA,2,1,3,1,1.0896672834637793
3,4,4,4,4,1,4,2,2,3,1,3,5,0.927073488384613
2,3,2,3,2,2,3,2,2,4,1,2,1,0.7135516877924664
2,3,2,3,2,2,3,1,2,3,1,2,4,1.0457899461327889
1,1,1,4,1,1,1,1,1,3,2,2,5,0.8277305036893792
1,1,1,1,1,1,1,1,1,2,1,2,1,1.0969421441565852
4,3,4,1,4,2,4,1,3,1,1,3,2,1.0163155916307007
3,4,3,4,4,4,4,2,4,5,1,2,3,1.0914809107952768
4,4,4,4,4,1,4,4,2,5,2,2,NA,0.7094383755871764
1,3,2,3,2,2,3,1,2,1,2,2,4,0.9103590774102052
2,3,3,3,3,3,3,2,3,3,2,3,3,0.9133355559661146
4,4,4,4,4,3,4,1,4,4,1,1,4,0.6721444987338733
4,4,4,4,4,3,4,NA,4,5,1,2,NA,0.9390436382776958
2,3,3,3,3,1,3,1,2,2,1,3,NA,1.2440739183006546
NA,NA,1,1,2,NA,NA,NA,NA,6,1,1,4,0.5694561193253347
3,3,3,3,4,4,2,3,3,1,2,3,3,0.7894400647828325
4,4,4,4,4,1,4,4,4,6,1,3,2,0.8544430451907484
2,3,2,3,3,1,3,1,2,6,1,3,NA,1.1946507851242434
2,3,2,NA,2,2,3,2,2,4,2,2,1,0.6379833989500455
1,3,2,3,2,1,4,1,NA,3,2,3,NA,1.0548755270397954
4,4,2,2,3,2,2,2,3,2,1,3,5,1.2606878518027504
1,2,2,4,2,1,2,1,2,5,2,2,4,0.9998289714834754
2,3,4,3,3,2,4,1,3,5,1,1,4,0.8378923230132507
3,3,3,3,3,NA,4,NA,3,6,1,1,6,0.7619406395201751
1,1,1,1,1,1,1,1,1,6,2,3,NA,1.205524505346653
4,4,3,4,4,2,4,2,3,2,2,3,NA,0.7683433510630865
1,1,NA,3,1,4,1,4,1,4,1,3,2,1.1140403890336097
4,4,3,4,4,2,4,NA,4,5,2,1,NA,0.9958656254577519
1,2,2,4,3,1,4,NA,NA,4,2,1,NA,0.5972587617722537
1,3,2,3,3,1,3,2,2,5,1,2,1,0.6456736242414473
4,4,4,4,4,2,4,1,4,6,2,2,NA,0.8556897046476992
NA,3,3,3,3,1,NA,2,NA,1,2,3,NA,1.1217699401258905
1,2,1,4,1,1,2,1,2,3,2,3,NA,1.1651522470756395
1,1,1,4,4,1,3,1,1,5,2,3,NA,1.181464799559306
3,4,1,4,4,3,4,2,3,6,1,3,1,0.686173910126174
4,4,3,4,4,4,4,1,4,5,1,2,NA,1.145140679138177
1,3,1,2,1,1,2,2,1,2,1,3,5,0.8362583098388117
4,4,4,4,4,2,4,2,4,1,2,3,3,0.786914821046205
4,4,4,1,4,1,1,1,NA,2,1,3,2,0.9729092734028938
3,4,4,4,4,4,4,2,4,5,2,3,NA,1.403364498275591
1,1,1,4,4,4,1,4,1,2,1,1,2,1.028913717181557
3,3,3,3,3,2,4,3,4,6,1,2,2,0.7763451564574941
3,3,2,4,3,3,4,1,4,4,1,3,1,1.1366807033775106
4,4,4,4,4,1,4,1,4,2,1,2,5,1.2360007332826939
1,3,1,3,3,1,1,1,1,4,1,3,5,1.077721990501221
4,4,4,4,1,1,4,NA,4,4,1,2,2,1.2502969907751496
4,4,3,4,4,4,4,3,4,4,2,2,3,0.7479000812802541
NA,4,3,4,4,3,4,2,3,2,2,2,1,0.6730112303099469
2,3,3,2,3,1,3,1,3,5,2,2,4,0.7581988062220919
4,4,3,4,4,3,4,2,4,4,2,1,2,0.8268900007160921
3,4,3,4,4,1,4,3,4,6,1,1,1,1.1982779435403
4,4,4,4,4,4,4,4,4,4,2,2,3,0.6659603780659852
3,4,3,4,2,2,3,1,3,4,1,3,4,0.8423221101494008
1,3,1,2,2,1,2,2,2,6,1,3,5,0.8221574062410405
4,4,4,4,4,3,4,2,4,6,1,1,2,0.7910278928356628
4,4,3,4,4,3,4,2,4,6,1,3,2,1.1246034685837336
4,4,4,4,4,4,4,3,4,3,1,3,5,0.913962511826215
4,4,4,3,4,2,4,2,4,5,1,3,3,0.8617805636795637
4,4,4,4,4,3,4,1,3,1,1,3,NA,1.5744953442776197
3,3,2,3,2,1,4,2,3,6,2,3,NA,0.897644733741071
1,3,1,4,NA,1,NA,2,1,5,1,2,4,0.6073388429546609
4,4,4,3,4,1,4,3,4,6,1,3,2,1.8486610117767062
4,4,4,4,4,3,4,4,4,4,2,3,6,0.8777470219193244
4,3,3,1,4,1,3,1,4,2,1,3,2,1.880367580998293
4,4,4,4,4,4,4,NA,4,5,1,2,3,0.8753466443518721
4,4,4,4,4,1,4,3,4,5,1,3,3,0.7698266545739031
2,4,2,4,4,3,4,1,4,6,2,2,1,0.6663016079281535
3,NA,2,1,3,NA,1,3,4,2,1,2,5,1.0434308056904307
3,4,NA,3,4,NA,4,NA,3,4,1,3,1,0.8731649454884284
3,3,3,3,3,2,3,2,3,5,1,NA,1,0.6199935242265623
2,3,3,4,4,2,3,3,4,6,1,3,1,0.8994925940476184
3,3,2,4,4,1,2,2,3,2,2,1,NA,0.7192186008864802
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1.4030828032269496
1,3,1,1,1,1,1,1,3,5,1,1,5,1.0698993425910193
3,4,3,3,4,4,4,3,4,4,2,3,3,0.9559016647853895
3,4,1,3,4,2,3,1,4,6,1,3,NA,1.142779636542786
1,3,1,3,2,1,2,1,3,5,1,1,NA,1.0038855571827172
4,4,4,NA,3,NA,3,2,3,4,1,2,4,0.7681033492913958
2,NA,NA,4,3,1,NA,1,NA,2,2,2,1,0.7274764621205767
2,3,3,3,3,3,3,NA,NA,1,2,3,1,0.947597249080458
3,4,3,3,4,3,4,NA,4,6,1,3,NA,1.1182958043669653
1,3,1,3,NA,1,2,3,3,6,1,1,1,0.5706333897701201
1,3,2,4,1,1,2,2,2,2,2,2,NA,1.1839935518005757
